"country","age","pop"
"United Kingdom",66,666673
"United Kingdom",67,671168
"United Kingdom",68,686881
"United Kingdom",69,700274
"United Kingdom",70,716378
"United Kingdom",71,714162
"United Kingdom",72,682533
"United Kingdom",73,632116
"United Kingdom",74,584307
"United Kingdom",75,534438
"United Kingdom",76,491398
"United Kingdom",77,461641
"United Kingdom",78,440326
"United Kingdom",79,416158
"United Kingdom",80,391391
"United Kingdom",81,366373
"United Kingdom",82,340146
"United Kingdom",83,313342
"United Kingdom",84,287778
"United Kingdom",85,263360
"United Kingdom",86,238617
"United Kingdom",87,213082
"United Kingdom",88,187443
"United Kingdom",89,160933
"United Kingdom",90,139849
"United Kingdom",91,122215
"United Kingdom",92,100491
"United Kingdom",93,74820
"United Kingdom",94,56650
"United Kingdom",95,48442
"United Kingdom",96,40284
"United Kingdom",97,30062
"United Kingdom",98,17775
"United Kingdom",99,10154
"United Kingdom",100,15352
