"GEO","SEX","AGE","TIME","VALUE","FLAGS","FOOTNOTES"
"FR","T","Y22","2011","799002","",""
"FR","T","Y23","2011","793851","",""
"FR","T","Y24","2011","786630","",""
"FR","T","Y25","2011","789140","",""
"FR","T","Y26","2011","790244","",""
"FR","T","Y27","2011","803033","",""
"FR","T","Y28","2011","807838","",""
"FR","T","Y29","2011","810500","",""
"FR","T","Y3","2011","804226","",""
"FR","T","Y30","2011","807548","",""
"FR","T","Y31","2011","798726","",""
"FR","T","Y32","2011","791918","",""
"FR","T","Y33","2011","802097","",""
"FR","T","Y34","2011","826250","",""
"FR","T","Y35","2011","849441","",""
"FR","T","Y36","2011","882700","",""
"FR","T","Y37","2011","905829","",""
"FR","T","Y38","2011","914525","",""
"FR","T","Y39","2011","921955","",""
"FR","T","Y4","2011","806199","",""
"FR","T","Y40","2011","905705","",""
"FR","T","Y41","2011","905098","",""
"FR","T","Y42","2011","903849","",""
"FR","T","Y43","2011","911091","",""
"FR","T","Y44","2011","916708","",""
"FR","T","Y45","2011","916442","",""
"FR","T","Y46","2011","910207","",""
"FR","T","Y47","2011","905276","",""
"FR","T","Y48","2011","895428","",""
"FR","T","Y49","2011","885453","",""
"FR","T","Y5","2011","804937","",""
"FR","T","Y50","2011","879425","",""
"FR","T","Y51","2011","871674","",""
"FR","T","Y52","2011","864126","",""
"FR","T","Y53","2011","855827","",""
"FR","T","Y54","2011","852326","",""
"FR","T","Y55","2011","848490","",""
"FR","T","Y56","2011","841598","",""
"FR","T","Y57","2011","845295","",""
"FR","T","Y58","2011","844428","",""
"FR","T","Y59","2011","849601","",""
"FR","T","Y6","2011","804169","",""
"FR","T","Y60","2011","843678","",""
"FR","T","Y61","2011","835761","",""
"FR","T","Y62","2011","782247","",""
"FR","T","Y63","2011","727916","",""
"FR","T","Y64","2011","674439","",""
"FR","T","Y65","2011","612299","",""
"FR","T","Y66","2011","549010","",""
"FR","T","Y67","2011","524708","",""
"FR","T","Y68","2011","513014","",""
"FR","T","Y69","2011","502497","",""
"FR","T","Y7","2011","811839","",""
"FR","T","Y70","2011","495433","",""
"FR","T","Y71","2011","498544","",""
"FR","T","Y72","2011","499499","",""
"FR","T","Y73","2011","491312","",""
"FR","T","Y74","2011","484927","",""
"FR","T","Y75","2011","481254","",""
"FR","T","Y76","2011","471628","",""
"FR","T","Y77","2011","463907","",""
"FR","T","Y78","2011","447417","",""
"FR","T","Y79","2011","433187","",""
"FR","T","Y8","2011","812579","",""
"FR","T","Y80","2011","408276","",""
"FR","T","Y81","2011","386704","",""
"FR","T","Y82","2011","359734","",""
"FR","T","Y83","2011","337513","",""
"FR","T","Y84","2011","310540","",""
"FR","T","Y85","2011","286074","",""
"FR","T","Y86","2011","261994","",""
"FR","T","Y87","2011","234483","",""
"FR","T","Y88","2011","197245","",""
"FR","T","Y89","2011","156400","",""
"FR","T","Y9","2011","812653","",""
"FR","T","Y90","2011","116772","",""
"FR","T","Y91","2011","84316","",""
"FR","T","Y92","2011","58394","",""
"FR","T","Y93","2011","50315","",""
"FR","T","Y94","2011","44180","",""
"FR","T","Y95","2011","38015","",""
"FR","T","Y96","2011","30764","",""
"FR","T","Y97","2011","24387","",""
"FR","T","Y98","2011","16592","",""
"FR","T","Y99","2011","11336","",""
"FR","T","Y_GE100","2011","18319","",""
"FR","T","Y_LT1","2011","795435","",""
"IT","T","Y1","2011","542012","",""
"IT","T","Y10","2011","561746","",""
"IT","T","Y11","2011","561267","",""
"IT","T","Y12","2011","558120","",""
"IT","T","Y13","2011","555160","",""
"IT","T","Y14","2011","558727","",""
"IT","T","Y15","2011","559106","",""
"IT","T","Y16","2011","556192","",""
"IT","T","Y17","2011","567899","",""
"IT","T","Y18","2011","583867","",""
"IT","T","Y19","2011","602401","",""
"IT","T","Y2","2011","553727","",""
"IT","T","Y20","2011","601270","",""
"IT","T","Y21","2011","612818","",""
"IT","T","Y22","2011","608066","",""
"IT","T","Y23","2011","621617","",""
"IT","T","Y24","2011","608578","",""
"IT","T","Y25","2011","616186","",""
"IT","T","Y26","2011","642321","",""
"IT","T","Y27","2011","655952","",""
"IT","T","Y28","2011","671379","",""
"IT","T","Y29","2011","689704","",""
"IT","T","Y3","2011","561994","",""
"IT","T","Y30","2011","701572","",""
"IT","T","Y31","2011","716536","",""
"IT","T","Y32","2011","754689","",""
"IT","T","Y33","2011","786678","",""
"IT","T","Y34","2011","821898","",""
"IT","T","Y35","2011","860129","",""
"IT","T","Y36","2011","904323","",""
"IT","T","Y37","2011","929944","",""
"IT","T","Y38","2011","929344","",""
"IT","T","Y39","2011","940426","",""
"IT","T","Y4","2011","559200","",""
"IT","T","Y40","2011","951293","",""
"IT","T","Y41","2011","943971","",""
"IT","T","Y42","2011","963862","",""
"IT","T","Y43","2011","969754","",""
"IT","T","Y44","2011","966705","",""
"IT","T","Y45","2011","979631","",""
"IT","T","Y46","2011","985610","",""
"IT","T","Y47","2011","980063","",""
"IT","T","Y48","2011","925710","",""
"IT","T","Y49","2011","901269","",""
"IT","T","Y5","2011","555643","",""
"IT","T","Y50","2011","871915","",""
"IT","T","Y51","2011","861434","",""
"IT","T","Y52","2011","832653","",""
"IT","T","Y53","2011","797169","",""
"IT","T","Y54","2011","783124","",""
"IT","T","Y55","2011","783323","",""
"IT","T","Y56","2011","768299","",""
"IT","T","Y57","2011","741957","",""
"IT","T","Y58","2011","721818","",""
"IT","T","Y59","2011","710142","",""
"IT","T","Y6","2011","561807","",""
"IT","T","Y60","2011","722303","",""
"IT","T","Y61","2011","732671","",""
"IT","T","Y62","2011","756972","",""
"IT","T","Y63","2011","770088","",""
"IT","T","Y64","2011","758098","",""
"IT","T","Y65","2011","726468","",""
"IT","T","Y66","2011","580615","",""
"IT","T","Y67","2011","613918","",""
"IT","T","Y68","2011","602627","",""
"IT","T","Y69","2011","596401","",""
"IT","T","Y7","2011","553674","",""
"IT","T","Y70","2011","633136","",""
"IT","T","Y71","2011","658215","",""
"IT","T","Y72","2011","642948","",""
"IT","T","Y73","2011","620507","",""
"IT","T","Y74","2011","557724","",""
"IT","T","Y75","2011","535396","",""
"IT","T","Y76","2011","531592","",""
"IT","T","Y77","2011","511626","",""
"IT","T","Y78","2011","480366","",""
"IT","T","Y79","2011","457468","",""
"IT","T","Y8","2011","557686","",""
"IT","T","Y80","2011","449438","",""
"IT","T","Y81","2011","431278","",""
"IT","T","Y82","2011","382099","",""
"IT","T","Y83","2011","356181","",""
"IT","T","Y84","2011","325824","",""
"IT","T","Y85","2011","295420","",""
"IT","T","Y86","2011","260189","",""
"IT","T","Y87","2011","234641","",""
"IT","T","Y88","2011","203653","",""
"IT","T","Y89","2011","179089","",""
"IT","T","Y9","2011","552285","",""
"IT","T","Y90","2011","141297","",""
"IT","T","Y91","2011","123298","",""
"IT","T","Y92","2011","52154","",""
"IT","T","Y93","2011","39603","",""
"IT","T","Y94","2011","34754","",""
"IT","T","Y95","2011","33255","",""
"IT","T","Y96","2011","30446","",""
"IT","T","Y97","2011","22450","",""
"IT","T","Y98","2011","15625","",""
"IT","T","Y99","2011","10192","",""
"IT","T","Y_GE100","2011","15079","",""
"IT","T","Y_LT1","2011","532995","",""
"LU","T","Y1","2011","5738","",""
"LU","T","Y10","2011","6186","",""
"LU","T","Y11","2011","6109","",""
"LU","T","Y12","2011","6003","",""
"LU","T","Y13","2011","6190","",""
"LU","T","Y14","2011","6434","",""
"LU","T","Y15","2011","6171","",""
"LU","T","Y16","2011","6272","",""
"LU","T","Y17","2011","6152","",""
"LU","T","Y18","2011","6048","",""
"LU","T","Y19","2011","5893","",""
"LU","T","Y2","2011","5724","",""
"LU","T","Y20","2011","6196","",""
"LU","T","Y21","2011","6110","",""
"LU","T","Y22","2011","6185","",""
"LU","T","Y23","2011","6181","",""
"LU","T","Y24","2011","6545","",""
"LU","T","Y25","2011","6485","",""
"LU","T","Y26","2011","6793","",""
"LU","T","Y27","2011","7038","",""
"LU","T","Y28","2011","7392","",""
"LU","T","Y29","2011","7582","",""
"LU","T","Y3","2011","5784","",""
"LU","T","Y30","2011","7559","",""
"LU","T","Y31","2011","7605","",""
"LU","T","Y32","2011","7716","",""
"LU","T","Y33","2011","7652","",""
"LU","T","Y34","2011","7698","",""
"LU","T","Y35","2011","7813","",""
"LU","T","Y36","2011","7647","",""
"LU","T","Y37","2011","7685","",""
"LU","T","Y38","2011","8097","",""
"LU","T","Y39","2011","8360","",""
"LU","T","Y4","2011","5856","",""
"LU","T","Y40","2011","8274","",""
"LU","T","Y41","2011","8463","",""
"LU","T","Y42","2011","8538","",""
"LU","T","Y43","2011","8606","",""
"LU","T","Y44","2011","8611","",""
"LU","T","Y45","2011","8728","",""
"LU","T","Y46","2011","8593","",""
"LU","T","Y47","2011","8388","",""
"LU","T","Y48","2011","8109","",""
"LU","T","Y49","2011","7893","",""
"LU","T","Y5","2011","5713","",""
"LU","T","Y50","2011","7596","",""
"LU","T","Y51","2011","7560","",""
"LU","T","Y52","2011","7256","",""
"LU","T","Y53","2011","7148","",""
"LU","T","Y54","2011","6851","",""
"LU","T","Y55","2011","6453","",""
"LU","T","Y56","2011","6454","",""
"LU","T","Y57","2011","6194","",""
"LU","T","Y58","2011","5985","",""
"LU","T","Y59","2011","5440","",""
"LU","T","Y6","2011","5765","",""
"LU","T","Y60","2011","5525","",""
"LU","T","Y61","2011","5418","",""
"LU","T","Y62","2011","5232","",""
"LU","T","Y63","2011","5022","",""
"LU","T","Y64","2011","4762","",""
"LU","T","Y65","2011","4099","",""
"LU","T","Y66","2011","4039","",""
"LU","T","Y67","2011","4096","",""
"LU","T","Y68","2011","3977","",""
"LU","T","Y69","2011","3621","",""
"LU","T","Y7","2011","5713","",""
"LU","T","Y70","2011","3622","",""
"LU","T","Y71","2011","3799","",""
"LU","T","Y72","2011","3606","",""
"LU","T","Y73","2011","3382","",""
"LU","T","Y74","2011","3209","",""
"LU","T","Y75","2011","3080","",""
"LU","T","Y76","2011","2959","",""
"LU","T","Y77","2011","2912","",""
"LU","T","Y78","2011","2768","",""
"LU","T","Y79","2011","2845","",""
"LU","T","Y8","2011","5771","",""
"LU","T","Y80","2011","2785","",""
"LU","T","Y81","2011","2575","",""
"LU","T","Y82","2011","2296","",""
"LU","T","Y83","2011","2101","",""
"LU","T","Y84","2011","1777","",""
"LU","T","Y85","2011","1526","",""
"LU","T","Y86","2011","1352","",""
"LU","T","Y87","2011","1141","",""
"LU","T","Y88","2011","970","",""
"LU","T","Y89","2011","809","",""
"LU","T","Y9","2011","5859","",""
"LU","T","Y90","2011","672","",""
"LU","T","Y91","2011","482","",""
"LU","T","Y92","2011","273","",""
"LU","T","Y93","2011","237","",""
"LU","T","Y94","2011","185","",""
"LU","T","Y95","2011","165","",""
"LU","T","Y96","2011","139","",""
"LU","T","Y97","2011","85","",""
"LU","T","Y98","2011","60","",""
"LU","T","Y99","2011","31","",""
"LU","T","Y_GE100","2011","67","",""
"LU","T","Y_LT1","2011","5792","",""
"NL","T","Y1","2011","185288","",""
"NL","T","Y10","2011","206735","",""
"NL","T","Y11","2011","202043","",""
"NL","T","Y12","2011","200899","",""
"NL","T","Y13","2011","195148","",""
"NL","T","Y14","2011","193915","",""
"NL","T","Y15","2011","194457","",""
"NL","T","Y16","2011","200285","",""
"NL","T","Y17","2011","200266","",""
"NL","T","Y18","2011","203609","",""
"NL","T","Y19","2011","208127","",""
"NL","T","Y2","2011","185686","",""
"NL","T","Y20","2011","210871","",""
"NL","T","Y21","2011","205310","",""
"NL","T","Y22","2011","204957","",""
"NL","T","Y23","2011","206741","",""
"NL","T","Y24","2011","206850","",""
"NL","T","Y25","2011","203001","",""
"NL","T","Y26","2011","201019","",""
"NL","T","Y27","2011","196389","",""
"NL","T","Y28","2011","198034","",""
"NL","T","Y29","2011","203095","",""
"NL","T","Y3","2011","182395","",""
"NL","T","Y30","2011","206217","",""
"NL","T","Y31","2011","199742","",""
"NL","T","Y32","2011","200663","",""
"NL","T","Y33","2011","197990","",""
"NL","T","Y34","2011","200152","",""
"NL","T","Y35","2011","202287","",""
"NL","T","Y36","2011","211565","",""
"NL","T","Y37","2011","219610","",""
"NL","T","Y38","2011","238157","",""
"NL","T","Y39","2011","249949","",""
"NL","T","Y4","2011","185730","",""
"NL","T","Y40","2011","261472","",""
"NL","T","Y41","2011","267597","",""
"NL","T","Y42","2011","256549","",""
"NL","T","Y43","2011","254265","",""
"NL","T","Y44","2011","256042","",""
"NL","T","Y45","2011","260647","",""
"NL","T","Y46","2011","265402","",""
"NL","T","Y47","2011","261205","",""
"NL","T","Y48","2011","256709","",""
"NL","T","Y49","2011","254329","",""
"NL","T","Y5","2011","187664","",""
"NL","T","Y50","2011","247864","",""
"NL","T","Y51","2011","245464","",""
"NL","T","Y52","2011","238922","",""
"NL","T","Y53","2011","234073","",""
"NL","T","Y54","2011","229996","",""
"NL","T","Y55","2011","224266","",""
"NL","T","Y56","2011","220950","",""
"NL","T","Y57","2011","217486","",""
"NL","T","Y58","2011","217707","",""
"NL","T","Y59","2011","209838","",""
"NL","T","Y6","2011","193449","",""
"NL","T","Y60","2011","210341","",""
"NL","T","Y61","2011","212539","",""
"NL","T","Y62","2011","218020","",""
"NL","T","Y63","2011","228407","",""
"NL","T","Y64","2011","234345","",""
"NL","T","Y65","2011","166954","",""
"NL","T","Y66","2011","172881","",""
"NL","T","Y67","2011","162308","",""
"NL","T","Y68","2011","148601","",""
"NL","T","Y69","2011","139816","",""
"NL","T","Y7","2011","200172","",""
"NL","T","Y70","2011","141445","",""
"NL","T","Y71","2011","134070","",""
"NL","T","Y72","2011","128646","",""
"NL","T","Y73","2011","118414","",""
"NL","T","Y74","2011","114943","",""
"NL","T","Y75","2011","109017","",""
"NL","T","Y76","2011","104550","",""
"NL","T","Y77","2011","98577","",""
"NL","T","Y78","2011","96715","",""
"NL","T","Y79","2011","90462","",""
"NL","T","Y8","2011","200982","",""
"NL","T","Y80","2011","86444","",""
"NL","T","Y81","2011","77885","",""
"NL","T","Y82","2011","72370","",""
"NL","T","Y83","2011","64614","",""
"NL","T","Y84","2011","59515","",""
"NL","T","Y85","2011","53485","",""
"NL","T","Y86","2011","48158","",""
"NL","T","Y87","2011","43135","",""
"NL","T","Y88","2011","36237","",""
"NL","T","Y89","2011","31041","",""
"NL","T","Y9","2011","202962","",""
"NL","T","Y90","2011","25833","",""
"NL","T","Y91","2011","17857","",""
"NL","T","Y92","2011","13574","",""
"NL","T","Y93","2011","10849","",""
"NL","T","Y94","2011","8078","",""
"NL","T","Y95","2011","5934","",""
"NL","T","Y96","2011","4541","",""
"NL","T","Y97","2011","3059","",""
"NL","T","Y98","2011","1915","",""
"NL","T","Y99","2011","1219","",""
"NL","T","Y_GE100","2011","1804","",""
"NL","T","Y_LT1","2011","184007","",""
"NO","T","Y1","2011","62645","",""
"NO","T","Y10","2011","60637","",""
"NO","T","Y11","2011","62475","",""
"NO","T","Y12","2011","62452","",""
"NO","T","Y13","2011","62540","",""
"NO","T","Y14","2011","64514","",""
"NO","T","Y15","2011","64800","",""
"NO","T","Y16","2011","65170","",""
"NO","T","Y17","2011","64312","",""
"NO","T","Y18","2011","64709","",""
"NO","T","Y19","2011","65699","",""
"NO","T","Y2","2011","63482","",""
"NO","T","Y20","2011","66955","",""
"NO","T","Y21","2011","67395","",""
"NO","T","Y22","2011","66167","",""
"NO","T","Y23","2011","65567","",""
"NO","T","Y24","2011","63446","",""
"NO","T","Y25","2011","64131","",""
"NO","T","Y26","2011","63370","",""
"NO","T","Y27","2011","64056","",""
"NO","T","Y28","2011","64172","",""
"NO","T","Y29","2011","65452","",""
"NO","T","Y3","2011","62548","",""
"NO","T","Y30","2011","65120","",""
"NO","T","Y31","2011","65483","",""
"NO","T","Y32","2011","65676","",""
"NO","T","Y33","2011","64884","",""
"NO","T","Y34","2011","64069","",""
"NO","T","Y35","2011","66293","",""
"NO","T","Y36","2011","67995","",""
"NO","T","Y37","2011","71638","",""
"NO","T","Y38","2011","71936","",""
"NO","T","Y39","2011","74148","",""
"NO","T","Y4","2011","61191","",""
"NO","T","Y40","2011","75187","",""
"NO","T","Y41","2011","73681","",""
"NO","T","Y42","2011","76134","",""
"NO","T","Y43","2011","75045","",""
"NO","T","Y44","2011","73138","",""
"NO","T","Y45","2011","72965","",""
"NO","T","Y46","2011","72227","",""
"NO","T","Y47","2011","70562","",""
"NO","T","Y48","2011","68276","",""
"NO","T","Y49","2011","66508","",""
"NO","T","Y5","2011","61423","",""
"NO","T","Y50","2011","65202","",""
"NO","T","Y51","2011","64979","",""
"NO","T","Y52","2011","65313","",""
"NO","T","Y53","2011","64097","",""
"NO","T","Y54","2011","63135","",""
"NO","T","Y55","2011","63356","",""
"NO","T","Y56","2011","61893","",""
"NO","T","Y57","2011","60408","",""
"NO","T","Y58","2011","60114","",""
"NO","T","Y59","2011","58563","",""
"NO","T","Y6","2011","60237","",""
"NO","T","Y60","2011","56321","",""
"NO","T","Y61","2011","57038","",""
"NO","T","Y62","2011","57017","",""
"NO","T","Y63","2011","57442","",""
"NO","T","Y64","2011","58499","",""
"NO","T","Y65","2011","60043","",""
"NO","T","Y66","2011","53237","",""
"NO","T","Y67","2011","50560","",""
"NO","T","Y68","2011","43427","",""
"NO","T","Y69","2011","40190","",""
"NO","T","Y7","2011","60476","",""
"NO","T","Y70","2011","34879","",""
"NO","T","Y71","2011","35759","",""
"NO","T","Y72","2011","34056","",""
"NO","T","Y73","2011","32178","",""
"NO","T","Y74","2011","29813","",""
"NO","T","Y75","2011","28156","",""
"NO","T","Y76","2011","26497","",""
"NO","T","Y77","2011","25342","",""
"NO","T","Y78","2011","24887","",""
"NO","T","Y79","2011","25322","",""
"NO","T","Y8","2011","59768","",""
"NO","T","Y80","2011","24205","",""
"NO","T","Y81","2011","23313","",""
"NO","T","Y82","2011","21567","",""
"NO","T","Y83","2011","20529","",""
"NO","T","Y84","2011","18626","",""
"NO","T","Y85","2011","17938","",""
"NO","T","Y86","2011","16136","",""
"NO","T","Y87","2011","14886","",""
"NO","T","Y88","2011","13288","",""
"NO","T","Y89","2011","11817","",""
"NO","T","Y9","2011","58725","",""
"NO","T","Y90","2011","9700","",""
"NO","T","Y91","2011","8626","",""
"NO","T","Y92","2011","5598","",""
"NO","T","Y93","2011","4779","",""
"NO","T","Y94","2011","3533","",""
"NO","T","Y95","2011","2457","",""
"NO","T","Y96","2011","1769","",""
"NO","T","Y97","2011","1224","",""
"NO","T","Y98","2011","807","",""
"NO","T","Y99","2011","558","",""
"NO","T","Y_GE100","2011","736","",""
"NO","T","Y_LT1","2011","60660","",""
"PL","T","Y1","2011","427818","",""
"PL","T","Y10","2011","371090","",""
"PL","T","Y11","2011","379849","",""
"PL","T","Y12","2011","386231","",""
"PL","T","Y13","2011","400363","",""
"PL","T","Y14","2011","419626","",""
"PL","T","Y15","2011","429398","",""
"PL","T","Y16","2011","454069","",""
"PL","T","Y17","2011","478937","",""
"PL","T","Y18","2011","496092","",""
"PL","T","Y19","2011","521508","",""
"PL","T","Y2","2011","430534","",""
"PL","T","Y20","2011","541947","",""
"PL","T","Y21","2011","543507","",""
"PL","T","Y22","2011","552471","",""
"PL","T","Y23","2011","571403","",""
"PL","T","Y24","2011","580312","",""
"PL","T","Y25","2011","613197","",""
"PL","T","Y26","2011","635725","",""
"PL","T","Y27","2011","656323","",""
"PL","T","Y28","2011","646831","",""
"PL","T","Y29","2011","616054","",""
"PL","T","Y3","2011","405198","",""
"PL","T","Y30","2011","617796","",""
"PL","T","Y31","2011","620086","",""
"PL","T","Y32","2011","608572","",""
"PL","T","Y33","2011","596093","",""
"PL","T","Y34","2011","602215","",""
"PL","T","Y35","2011","588121","",""
"PL","T","Y36","2011","568799","",""
"PL","T","Y37","2011","545851","",""
"PL","T","Y38","2011","526002","",""
"PL","T","Y39","2011","508281","",""
"PL","T","Y4","2011","386292","",""
"PL","T","Y40","2011","488654","",""
"PL","T","Y41","2011","472484","",""
"PL","T","Y42","2011","464658","",""
"PL","T","Y43","2011","457668","",""
"PL","T","Y44","2011","461460","",""
"PL","T","Y45","2011","466069","",""
"PL","T","Y46","2011","472405","",""
"PL","T","Y47","2011","483414","",""
"PL","T","Y48","2011","491810","",""
"PL","T","Y49","2011","508922","",""
"PL","T","Y5","2011","366862","",""
"PL","T","Y50","2011","528286","",""
"PL","T","Y51","2011","569538","",""
"PL","T","Y52","2011","591942","",""
"PL","T","Y53","2011","609654","",""
"PL","T","Y54","2011","596461","",""
"PL","T","Y55","2011","604612","",""
"PL","T","Y56","2011","587704","",""
"PL","T","Y57","2011","575049","",""
"PL","T","Y58","2011","558449","",""
"PL","T","Y59","2011","557736","",""
"PL","T","Y6","2011","357059","",""
"PL","T","Y60","2011","528562","",""
"PL","T","Y61","2011","501205","",""
"PL","T","Y62","2011","479136","",""
"PL","T","Y63","2011","452203","",""
"PL","T","Y64","2011","414314","",""
"PL","T","Y65","2011","309697","",""
"PL","T","Y66","2011","272945","",""
"PL","T","Y67","2011","278939","",""
"PL","T","Y68","2011","254937","",""
"PL","T","Y69","2011","266065","",""
"PL","T","Y7","2011","352320","",""
"PL","T","Y70","2011","269160","",""
"PL","T","Y71","2011","281738","",""
"PL","T","Y72","2011","270973","",""
"PL","T","Y73","2011","262966","",""
"PL","T","Y74","2011","261220","",""
"PL","T","Y75","2011","253283","",""
"PL","T","Y76","2011","236895","",""
"PL","T","Y77","2011","226023","",""
"PL","T","Y78","2011","216904","",""
"PL","T","Y79","2011","213128","",""
"PL","T","Y8","2011","348070","",""
"PL","T","Y80","2011","205688","",""
"PL","T","Y81","2011","182040","",""
"PL","T","Y82","2011","162620","",""
"PL","T","Y83","2011","140948","",""
"PL","T","Y84","2011","123309","",""
"PL","T","Y85","2011","113848","",""
"PL","T","Y86","2011","93477","",""
"PL","T","Y87","2011","81124","",""
"PL","T","Y88","2011","66623","",""
"PL","T","Y89","2011","49250","",""
"PL","T","Y9","2011","360871","",""
"PL","T","Y90","2011","36086","",""
"PL","T","Y91","2011","29063","",""
"PL","T","Y92","2011","15344","",""
"PL","T","Y93","2011","11151","",""
"PL","T","Y94","2011","9135","",""
"PL","T","Y95","2011","6784","",""
"PL","T","Y96","2011","6760","",""
"PL","T","Y97","2011","4497","",""
"PL","T","Y98","2011","3087","",""
"PL","T","Y99","2011","2042","",""
"PL","T","Y_GE100","2011","3261","",""
"PL","T","Y_LT1","2011","389387","",""
"SE","T","Y1","2011","117242","",""
"SE","T","Y10","2011","98015","",""
"SE","T","Y11","2011","97739","",""
"SE","T","Y12","2011","95569","",""
"SE","T","Y13","2011","96714","",""
"SE","T","Y14","2011","97927","",""
"SE","T","Y15","2011","103013","",""
"SE","T","Y16","2011","111375","",""
"SE","T","Y17","2011","120548","",""
"SE","T","Y18","2011","125842","",""
"SE","T","Y19","2011","131598","",""
"SE","T","Y2","2011","114285","",""
"SE","T","Y20","2011","134392","",""
"SE","T","Y21","2011","135871","",""
"SE","T","Y22","2011","129507","",""
"SE","T","Y23","2011","128092","",""
"SE","T","Y24","2011","123000","",""
"SE","T","Y25","2011","122757","",""
"SE","T","Y26","2011","121305","",""
"SE","T","Y27","2011","117838","",""
"SE","T","Y28","2011","116119","",""
"SE","T","Y29","2011","117117","",""
"SE","T","Y3","2011","112444","",""
"SE","T","Y30","2011","116651","",""
"SE","T","Y31","2011","120288","",""
"SE","T","Y32","2011","117607","",""
"SE","T","Y33","2011","114240","",""
"SE","T","Y34","2011","116325","",""
"SE","T","Y35","2011","118214","",""
"SE","T","Y36","2011","123075","",""
"SE","T","Y37","2011","128537","",""
"SE","T","Y38","2011","126962","",""
"SE","T","Y39","2011","129160","",""
"SE","T","Y4","2011","111284","",""
"SE","T","Y40","2011","129253","",""
"SE","T","Y41","2011","126097","",""
"SE","T","Y42","2011","124264","",""
"SE","T","Y43","2011","129715","",""
"SE","T","Y44","2011","136384","",""
"SE","T","Y45","2011","137555","",""
"SE","T","Y46","2011","137755","",""
"SE","T","Y47","2011","137226","",""
"SE","T","Y48","2011","127901","",""
"SE","T","Y49","2011","121974","",""
"SE","T","Y5","2011","110630","",""
"SE","T","Y50","2011","117928","",""
"SE","T","Y51","2011","116338","",""
"SE","T","Y52","2011","116806","",""
"SE","T","Y53","2011","116122","",""
"SE","T","Y54","2011","117308","",""
"SE","T","Y55","2011","117416","",""
"SE","T","Y56","2011","115345","",""
"SE","T","Y57","2011","112692","",""
"SE","T","Y58","2011","115157","",""
"SE","T","Y59","2011","113827","",""
"SE","T","Y6","2011","106635","",""
"SE","T","Y60","2011","112255","",""
"SE","T","Y61","2011","116635","",""
"SE","T","Y62","2011","120378","",""
"SE","T","Y63","2011","123877","",""
"SE","T","Y64","2011","124276","",""
"SE","T","Y65","2011","124876","",""
"SE","T","Y66","2011","122744","",""
"SE","T","Y67","2011","119515","",""
"SE","T","Y68","2011","110835","",""
"SE","T","Y69","2011","100493","",""
"SE","T","Y7","2011","106647","",""
"SE","T","Y70","2011","87771","",""
"SE","T","Y71","2011","82656","",""
"SE","T","Y72","2011","81757","",""
"SE","T","Y73","2011","77224","",""
"SE","T","Y74","2011","72024","",""
"SE","T","Y75","2011","68465","",""
"SE","T","Y76","2011","63635","",""
"SE","T","Y77","2011","60057","",""
"SE","T","Y78","2011","57266","",""
"SE","T","Y79","2011","57132","",""
"SE","T","Y8","2011","104977","",""
"SE","T","Y80","2011","54407","",""
"SE","T","Y81","2011","52992","",""
"SE","T","Y82","2011","48318","",""
"SE","T","Y83","2011","46936","",""
"SE","T","Y84","2011","42238","",""
"SE","T","Y85","2011","39673","",""
"SE","T","Y86","2011","36671","",""
"SE","T","Y87","2011","32788","",""
"SE","T","Y88","2011","29336","",""
"SE","T","Y89","2011","24849","",""
"SE","T","Y9","2011","102048","",""
"SE","T","Y90","2011","22744","",""
"SE","T","Y91","2011","19464","",""
"SE","T","Y92","2011","12916","",""
"SE","T","Y93","2011","9880","",""
"SE","T","Y94","2011","7754","",""
"SE","T","Y95","2011","5526","",""
"SE","T","Y96","2011","3845","",""
"SE","T","Y97","2011","2892","",""
"SE","T","Y98","2011","1939","",""
"SE","T","Y99","2011","1280","",""
"SE","T","Y_GE100","2011","1770","",""
"SE","T","Y_LT1","2011","112114","",""
"UK","T","Y1","2011","788505","",""
"UK","T","Y10","2011","697660","",""
"UK","T","Y11","2011","720235","",""
"UK","T","Y12","2011","737495","",""
"UK","T","Y13","2011","749620","",""
"UK","T","Y14","2011","764315","",""
"UK","T","Y15","2011","774890","",""
"UK","T","Y16","2011","774600","",""
"UK","T","Y17","2011","794345","",""
"UK","T","Y18","2011","809085","",""
"UK","T","Y19","2011","843535","",""
"UK","T","Y2","2011","782795","",""
"UK","T","Y20","2011","873320","",""
"UK","T","Y21","2011","851730","",""
"UK","T","Y22","2011","855780","",""
"UK","T","Y23","2011","868335","",""
"UK","T","Y24","2011","848035","",""
"UK","T","Y25","2011","865400","",""
"UK","T","Y26","2011","863125","",""
"UK","T","Y27","2011","854515","",""
"UK","T","Y28","2011","857725","",""
"UK","T","Y29","2011","865575","",""
"UK","T","Y3","2011","783310","",""
"UK","T","Y30","2011","879795","",""
"UK","T","Y31","2011","867735","",""
"UK","T","Y32","2011","822890","",""
"UK","T","Y33","2011","776345","",""
"UK","T","Y34","2011","778685","",""
"UK","T","Y35","2011","788155","",""
"UK","T","Y36","2011","808280","",""
"UK","T","Y37","2011","825915","",""
"UK","T","Y38","2011","865935","",""
"UK","T","Y39","2011","906195","",""
"UK","T","Y4","2011","763850","",""
"UK","T","Y40","2011","920155","",""
"UK","T","Y41","2011","905640","",""
"UK","T","Y42","2011","929620","",""
"UK","T","Y43","2011","928295","",""
"UK","T","Y44","2011","941925","",""
"UK","T","Y45","2011","942725","",""
